search_term,product_name,registration_number,manufacturer,category,pack_size,price,price_text,effective_from,scraped_at,source
Clarithromycin,Clarithromycin Semos Dry Suspension 125mg/5ml Each 5ml contains: Clarithromycin enteric coated taste masked granules eq to Clarithromycin.……..125mg (USP Specifications),104187,Semos Pharmaceuticals PVT LTD DML: 000335,Essential Drugs,60ml,345.22,Rs 345.22,"05 Sep, 2025",2026-09-12 02:28:33,https://e.dra.gov.pk/public/price
Clarithromycin,Clarithromycin Semos Dry Suspension 250mg/5ml Each 5ml contains: Clarithromycin enteric coated taste masked granules eq to Clarithromycin…..... 250mg (USP Specifications),104188,Semos Pharmaceuticals PVT LTD DML: 000335,Essential Drugs,60ml,569.7,Rs 569.70,"05 Sep, 2025",2026-09-12 02:28:33,https://e.dra.gov.pk/public/price
Clarithromycin,Clarithromycin Semos Tablet 250mg Each film coated tablet contains: Clarithromycin ………. 250mg (USP Specifications),104185,Semos Pharmaceuticals PVT LTD DML: 000335,Essential Drugs,10's,371.54,Rs 371.54,"05 Sep, 2025",2026-09-12 02:28:33,https://e.dra.gov.pk/public/price
Clarithromycin,Clarithromycin Semos Tablet 500mg Each film coated tablet contains: Clarithromycin ………. 500mg (USP Specifications),104186,Semos Pharmaceuticals PVT LTD DML: 000335,Essential Drugs,10's,619.24,Rs 619.24,"05 Sep, 2025",2026-09-12 02:28:33,https://e.dra.gov.pk/public/price
Clarithromycin,Clariza 250 mg Tablet (Clarithromycin ) 250mg Each film-coated tablet contains Clarithromycin 250mg,054513,The Searle Company Limited DML: 000647,Essential Drugs,10’s,506.06,Rs 506.06,"23 Jul, 2026",2026-09-12 02:28:33,https://e.dra.gov.pk/public/price
Clarithromycin,Clariza 500 mg Tablet (Clarithromycin ) 500mg Each film-coated tablet contains Clarithromycin 500mg,054514,The Searle Company Limited DML: 000647,Essential Drugs,10’s,826.13,Rs 826.13,"23 Jul, 2026",2026-09-12 02:28:33,https://e.dra.gov.pk/public/price
Clarithromycin,Clariza XL 500mg Tablet (Clarithromycin ) 500mg Each film-coated prolonged release tablet contains Clarithromycin 500mg,069062,The Searle Company Limited DML: 000647,Essential Drugs,1's,92.95,Rs 92.95,"23 Jul, 2026",2026-09-12 02:28:33,https://e.dra.gov.pk/public/price
Clarithromycin,Clariza XL 500mg Tablet (Clarithromycin ) 500mg Each film-coated prolonged release tablet contains Clarithromycin 500mg,069062,The Searle Company Limited DML: 000647,Essential Drugs,5’s,427.52,Rs 427.52,"23 Jul, 2026",2026-09-12 02:28:33,https://e.dra.gov.pk/public/price
Clarithromycin,Zeclar 250 mg Tablets Clarithromycin……..250mg Zeclar 250 mg Tablets Clarithromycin……..250mg,055694,S.J & G. Fazul Ellahie (pvt) limited. DML: 000083,Essential Drugs,10's,511.85,Rs 511.85,"20 Aug, 2026",2026-09-12 02:28:33,https://e.dra.gov.pk/public/price
Clarithromycin,Zeclar 250mg / 5ml Suspension Clarithromycin Zeclar 250mg / 5ml Suspension Clarithromycin,092811,S.J & G. Fazul Ellahie (pvt) limited. DML: 000083,Essential Drugs,60ml,729.43,Rs 729.43,"20 Aug, 2026",2026-09-12 02:28:34,https://e.dra.gov.pk/public/price
Clarithromycin,Zeclar 500 mg Injection Clarithromycin …….. 500mg Zeclar 500 mg Injection Clarithromycin …….. 500mg,055181,S.J & G. Fazul Ellahie (pvt) limited. DML: 000083,Essential Drugs,Vial,170.62,Rs 170.62,"20 Aug, 2026",2026-09-12 02:28:34,https://e.dra.gov.pk/public/price
Clarithromycin,Zeclar ER 500 mg Tablets Clarithromycin …… 500mg Zeclar ER 500 mg Tablets Clarithromycin …… 500mg,092816,S.J & G. Fazul Ellahie (pvt) limited. DML: 000083,Essential Drugs,5's,401.86,Rs 401.86,"20 Aug, 2026",2026-09-12 02:28:34,https://e.dra.gov.pk/public/price
Clarithromycin,Zeclar Suspension 125mg / 5ml Clarithromycin …….. 125mg Zeclar Suspension 125mg / 5ml Clarithromycin …….. 125mg,055693,S.J & G. Fazul Ellahie (pvt) limited. DML: 000083,Essential Drugs,60 ml,460.52,Rs 460.52,"20 Aug, 2026",2026-09-12 02:28:34,https://e.dra.gov.pk/public/price
Omeprazole,Mep-Med 40mg capsule Omeprazole Each capsule contains. Omeprazole 40 mg,053273,Mediate Pharmaceutical Pvt Ltd DML: 000167,Essential Drugs,10,314.98,Rs 314.98,"27 Jan, 2026",2026-09-12 02:28:46,https://e.dra.gov.pk/public/price
Omeprazole,Mep-Med 40mg capsule Omeprazole Each capsule contains. Omeprazole 40 mg,053273,Mediate Pharmaceutical Pvt Ltd DML: 000167,Essential Drugs,14,439.92,Rs 439.92,"27 Jan, 2026",2026-09-12 02:28:46,https://e.dra.gov.pk/public/price
Omeprazole,Omeprazole 20mg Capsule Each capsule contains:- Omeprazole Enteric coated Pellets eq. to omeprazole…. 20mg,108320,Batala Pharmaceuticals DML: 000477,Essential Drugs,10 x 10's,1412.08,"Rs 1,412.08","01 Jul, 2025",2026-09-12 02:28:46,https://e.dra.gov.pk/public/price
Omeprazole,Omeprazole 20mg Capsule Each capsule contains:- Omeprazole Enteric coated Pellets eq. to omeprazole…. 20mg,108320,Batala Pharmaceuticals DML: 000477,Essential Drugs,14's,205.93,Rs 205.93,"01 Jul, 2025",2026-09-12 02:28:46,https://e.dra.gov.pk/public/price
Omeprazole,Omeprazole 40mg Capsule Each capsule contains:- Omeprazole Enteric coated Pellets eq. to omeprazole…. 40mg,108319,Batala Pharmaceuticals DML: 000477,Essential Drugs,14's,357.52,Rs 357.52,"01 Jul, 2025",2026-09-12 02:28:46,https://e.dra.gov.pk/public/price
Omeprazole,Romeprazole Capsule Omeprazole 20mg,071415,Arsons Pharmaceutical Industries (Pvt) Ltd DML: 000514,Essential Drugs,2x7s,250.8,Rs 250.80,"01 Jul, 2025",2026-09-12 02:28:46,https://e.dra.gov.pk/public/price
Omeprazole,Romeprazole Capsule Omeprazole 20mg,071415,Arsons Pharmaceutical Industries (Pvt) Ltd DML: 000514,Essential Drugs,10x10s,1647.61,"Rs 1,647.61","01 Jul, 2025",2026-09-12 02:28:46,https://e.dra.gov.pk/public/price
Omeprazole,Romeprazole Capsule Omeprazole 20mg,071415,Arsons Pharmaceutical Industries (Pvt) Ltd DML: 000514,Essential Drugs,1x10s,179.39,Rs 179.39,"01 Jul, 2025",2026-09-12 02:28:47,https://e.dra.gov.pk/public/price
Omeprazole,Vify 20 mg Injection Omeprazole …….. 20mg (as Sodium) Vify 20 mg Injection Omeprazole …….. 20mg (as Sodium),061432,S.J & G. Fazul Ellahie (pvt) limited. DML: 000083,Essential Drugs,1's vial,373.24,Rs 373.24,"20 Aug, 2026",2026-09-12 02:28:47,https://e.dra.gov.pk/public/price
Omeprazole,Vify 20 mg Injection Omeprazole …….. 20mg (as Sodium) Vify 20 mg Injection Omeprazole …….. 20mg (as Sodium),061432,S.J & G. Fazul Ellahie (pvt) limited. DML: 000083,Essential Drugs,25's,8957.61,"Rs 8,957.61","20 Aug, 2026",2026-09-12 02:28:47,https://e.dra.gov.pk/public/price
Aspirin,Aspirin tablet Aspirin..300mg,019395,AMROS PHARMACEUTICALS DML: 000406,Low Price Drugs,1000's,446.86,Rs 446.86,"17 Aug, 2026",2026-09-12 02:28:59,https://e.dra.gov.pk/public/price
Aspirin,Aspirin Tablet,011711,Xenon Pharmaceuticals (Pvt.) Ltd DML: 000077,Low Price Drugs,1000's,125.46,Rs 125.46,"30 Jun, 2026",2026-09-12 02:28:59,https://e.dra.gov.pk/public/price
Methotrexate,Methotrexate Tablets 10mg Methotrexate 10mg,025085,Werrick Pharmaceuticals DML: 000340,Essential Drugs,10's,628.51,Rs 628.51,"17 Aug, 2026",2026-09-12 02:29:12,https://e.dra.gov.pk/public/price
Methotrexate,Methotrexate Tablets 2.5mg Methotrexate 2.5mg,025084,Werrick Pharmaceuticals DML: 000340,Essential Drugs,100's,3104.91,"Rs 3,104.91","17 Aug, 2026",2026-09-12 02:29:12,https://e.dra.gov.pk/public/price
Methotrexate,Mextu 1000mg/40ml solution for injection (methotrexate) Mextu 1000mg/40ml solution for injection (methotrexate),110491,PUNJAB MEDICAL SERVICES DSL: 05-352-0063-041061D,Essential Drugs,1's,3810.42,"Rs 3,810.42","27 Jul, 2026",2026-09-12 02:29:12,https://e.dra.gov.pk/public/price
Methotrexate,Mextu 500mg/20ml solution for injection (methotrexate) Mextu 500mg/20ml solution for injection (methotrexate),106826,PUNJAB MEDICAL SERVICES DSL: 05-352-0063-041061D,Essential Drugs,1's,2286.25,"Rs 2,286.25","27 Jul, 2026",2026-09-12 02:29:12,https://e.dra.gov.pk/public/price
Methotrexate,Mextu 50mg/2ml solution for injection (methotrexate) Mextu 50mg/2ml solution for injection (methotrexate),106825,PUNJAB MEDICAL SERVICES DSL: 05-352-0063-041061D,Essential Drugs,1's,353.82,Rs 353.82,"27 Jul, 2026",2026-09-12 02:29:12,https://e.dra.gov.pk/public/price
Ondansetron,Ondansetron 4ml Inj. (Each 4ml contain: Ondansetron as HCl dihydrate USP 8mg),110920,Bajwa Pharmaceuticals (Pvt.) Ltd. DML: 000805,Essential Drugs,4ml x 1's,1031.23,"Rs 1,031.23","27 Jul, 2026",2026-09-12 02:29:19,https://e.dra.gov.pk/public/price
Ondansetron,Ondansetron 4ml Inj. (Each 4ml contain: Ondansetron as HCl dihydrate USP 8mg),110920,Bajwa Pharmaceuticals (Pvt.) Ltd. DML: 000805,Essential Drugs,4ml x 5's,5156.19,"Rs 5,156.19","27 Jul, 2026",2026-09-12 02:29:19,https://e.dra.gov.pk/public/price
Ondansetron,Ondansetron 8mg/4ml injection Each 4ml contains: Ondansetron as HCL Dihydrate………8mg (USP Specifications),121593,VENUS PHARMA DML: 000300,Essential Drugs,5'sx4ml,3926.16,"Rs 3,926.16","01 Jul, 2025",2026-09-12 02:29:19,https://e.dra.gov.pk/public/price
Ondansetron,Ondansetron Normon 8mg Injection Ondansetron 8mg,081802,Merixil Pharma DSL: DHO-ISB-1745,Essential Drugs,5's,4773.43,"Rs 4,773.43","27 Jul, 2026",2026-09-12 02:29:19,https://e.dra.gov.pk/public/price
Ondansetron,ONDANSETRON-SANDOZ 8MG/4ML SOLUTION FOR INJECTION Each ml contains:Ondansetron HCl 2.494mg eq. to Ondanserton 2mg,114227,AGP Limited DSL: 001,Essential Drugs,4ml,1045.64,"Rs 1,045.64","23 Jul, 2026",2026-09-12 02:29:19,https://e.dra.gov.pk/public/price
Fluconazole,Sanflucan 150mg CapsuleEach Capsule Contains:Fluconazole…………150mg Sanflucan 150mg CapsuleEach Capsule Contains:Fluconazole…………150mg,088917,Sante (Private) Limited DML: 000702,Essential Drugs,1's,282.92,Rs 282.92,"27 Jul, 2026",2026-09-12 02:29:25,https://e.dra.gov.pk/public/price
Fluconazole,Sanflucan 200mg CapsuleEach capsule contains:Fluconazole ……….200mg Sanflucan 200mg CapsuleEach capsule contains:Fluconazole ……….200mg,086046,Sante (Private) Limited DML: 000702,Essential Drugs,4's,1004.79,"Rs 1,004.79","27 Jul, 2026",2026-09-12 02:29:25,https://e.dra.gov.pk/public/price
Fluconazole,Sanflucan 50mg CapsuleEach capsule contains:Fluconazole ……….50mg Sanflucan 50mg CapsuleEach capsule contains:Fluconazole ……….50mg,086044,Sante (Private) Limited DML: 000702,Essential Drugs,7's,916.28,Rs 916.28,"27 Jul, 2026",2026-09-12 02:29:25,https://e.dra.gov.pk/public/price
Fluconazole,Zocon Tablets (Fluconazole)150mg Each tablet contains Fluconazole 150mg,060480,The Searle Company Limited DML: 000647,Essential Drugs,1's,189.76,Rs 189.76,"23 Jul, 2026",2026-09-12 02:29:25,https://e.dra.gov.pk/public/price
Cefotaxime,Fastimax Injection 500mg Cefotaxime Sodium eq. to Cefotaxime .. 500mg Fastimax Injection 500mg Cefotaxime Sodium eq. to Cefotaxime .. 500mg,044316,S.J & G. Fazul Ellahie (pvt) limited. DML: 000083,Essential Drugs,Vial,170.62,Rs 170.62,"20 Aug, 2026",2026-09-12 02:29:32,https://e.dra.gov.pk/public/price
Amikacin,Amikacin Injection (Amikacin Sulphate • Amikacin 250mg),031284,Zafa Pharmaceutical Laboratories (Pvt) Ltd. DML: 000513,Essential Drugs,1's,117.29,Rs 117.29,"27 Jul, 2026",2026-09-12 02:29:39,https://e.dra.gov.pk/public/price
Amikacin,Amikacin Injection (Amikacin Sulphate • Amikacin 500mg),031285,Zafa Pharmaceutical Laboratories (Pvt) Ltd. DML: 000513,Essential Drugs,1's,227.19,Rs 227.19,"27 Jul, 2026",2026-09-12 02:29:39,https://e.dra.gov.pk/public/price
Amikacin,Amikacin Injection (Amikacin Sulphate • Amikacin 1gm),031286,Zafa Pharmaceutical Laboratories (Pvt) Ltd. DML: 000513,Essential Drugs,1's,413.07,Rs 413.07,"27 Jul, 2026",2026-09-12 02:29:39,https://e.dra.gov.pk/public/price
Amikacin,Amikacin Injection (Amikacin Sulphate • Amikacin 100mg),031283,Zafa Pharmaceutical Laboratories (Pvt) Ltd. DML: 000513,Essential Drugs,1's,61.96,Rs 61.96,"27 Jul, 2026",2026-09-12 02:29:39,https://e.dra.gov.pk/public/price
Clopidogrel,Clogpid Tablets 75 mg Clopidogrel (as Bisulphate) ..75mg Clogpid Tablets 75 mg Clopidogrel (as Bisulphate) ..75mg,032401,S.J & G. Fazul Ellahie (pvt) limited. DML: 000083,Essential Drugs,10's,293.11,Rs 293.11,"20 Aug, 2026",2026-09-12 02:29:45,https://e.dra.gov.pk/public/price
Moxifloxacin,Megamox 200mg TabletsEach tablet contians:Moxifloxacin USP 200mg Megamox 200mg TabletsEach tablet contians:Moxifloxacin USP 200mg,039285,Sante (Private) Limited DML: 000702,Essential Drugs,10's,484.33,Rs 484.33,"27 Jul, 2026",2026-09-12 02:30:04,https://e.dra.gov.pk/public/price
Moxifloxacin,Santomox 400mg TabletsEach tablet contains:Moxifloxacin USP 400mg Santomox 400mg TabletsEach tablet contains:Moxifloxacin USP 400mg,037031,Sante (Private) Limited DML: 000702,Essential Drugs,5's,994.59,Rs 994.59,"27 Jul, 2026",2026-09-12 02:30:04,https://e.dra.gov.pk/public/price
Grasil,GRASIL 100mg Injection Amikacin Sulphate,019704,SAMI Pharmaceuticals Pvt. Ltd. DML: 000072,Essential Drugs,2 ml,169.15,Rs 169.15,"23 Jul, 2026",2026-09-12 02:30:29,https://e.dra.gov.pk/public/price
Grasil,GRASIL 250mg Injection Amikacin Sulphate,013530,SAMI Pharmaceuticals Pvt. Ltd. DML: 000072,Essential Drugs,2 ml,341.19,Rs 341.19,"23 Jul, 2026",2026-09-12 02:30:29,https://e.dra.gov.pk/public/price
Grasil,GRASIL 25mg Injection Amikacin Sulphate,047143,SAMI Pharmaceuticals Pvt. Ltd. DML: 000072,Essential Drugs,1 ml,46.18,Rs 46.18,"23 Jul, 2026",2026-09-12 02:30:29,https://e.dra.gov.pk/public/price
Grasil,GRASIL 500mg Injection Amikacin Sulphate,014251,SAMI Pharmaceuticals Pvt. Ltd. DML: 000072,Essential Drugs,2 ml,483.16,Rs 483.16,"23 Jul, 2026",2026-09-12 02:30:29,https://e.dra.gov.pk/public/price
Grasil,GRASIL 50mg Injection Amikacin Sulphate,047144,SAMI Pharmaceuticals Pvt. Ltd. DML: 000072,Essential Drugs,1 ml,57.64,Rs 57.64,"23 Jul, 2026",2026-09-12 02:30:29,https://e.dra.gov.pk/public/price
Emesson,Emesson 4 mg Tablet Ondansetron 4 mg,110632,Highnoon Laboratories Ltd DML: 000155,Essential Drugs,10,767.3,Rs 767.30,"27 Jul, 2026",2026-09-12 02:30:36,https://e.dra.gov.pk/public/price
Emesson,Emesson 4mg/5ml Oral Solution Ondansetron 4mg/5 ml,110633,Highnoon Laboratories Ltd DML: 000155,Essential Drugs,50ml,743.51,Rs 743.51,"27 Jul, 2026",2026-09-12 02:30:36,https://e.dra.gov.pk/public/price
Emesson,Emesson 8 mg Tablet Ondansetron 8 mg,110634,Highnoon Laboratories Ltd DML: 000155,Essential Drugs,10,1278.84,"Rs 1,278.84","27 Jul, 2026",2026-09-12 02:30:36,https://e.dra.gov.pk/public/price
Emesson,Emesson Injection 4 mg Ondansetron 4 mg,110994,Highnoon Laboratories Ltd DML: 000155,Essential Drugs,1,572.5,Rs 572.50,"27 Jul, 2026",2026-09-12 02:30:36,https://e.dra.gov.pk/public/price
Emesson,Emesson Injection 4 mg Ondansetron 4 mg,110994,Highnoon Laboratories Ltd DML: 000155,Essential Drugs,5,2538.84,"Rs 2,538.84","27 Jul, 2026",2026-09-12 02:30:36,https://e.dra.gov.pk/public/price
Emesson,Emesson Injection 8 mg Ondansetron 8 mg,110635,Highnoon Laboratories Ltd DML: 000155,Essential Drugs,1,768.79,Rs 768.79,"27 Jul, 2026",2026-09-12 02:30:36,https://e.dra.gov.pk/public/price
Emesson,Emesson Injection 8 mg Ondansetron 8 mg,110635,Highnoon Laboratories Ltd DML: 000155,Essential Drugs,5,3843.95,"Rs 3,843.95","27 Jul, 2026",2026-09-12 02:30:36,https://e.dra.gov.pk/public/price
Gamet,Gamet Capsules Each Capsule Contains:Artemether ……….. 20 mg Lumefantrine ……….. 120 mg,056266,Glitz Pharma DML: 000571,Essential Drugs,1 x 16's,574.8,Rs 574.80,"04 Sep, 2025",2026-09-12 02:30:42,https://e.dra.gov.pk/public/price
Gamet,Gamet DS Capsules Each Capsule Contains:Artemether ……….. 40 mg Lumefantrine ……….. 240 mg,060191,Glitz Pharma DML: 000571,Essential Drugs,8's,474.21,Rs 474.21,"04 Sep, 2025",2026-09-12 02:30:42,https://e.dra.gov.pk/public/price
Gamet,Vegamet -200 tablets Each tablets contains: Cimetidine …. 200mg (USP Specs.),028319,VENUS PHARMA DML: 000300,Essential Drugs,2x10,47.53,Rs 47.53,"01 Jul, 2025",2026-09-12 02:30:42,https://e.dra.gov.pk/public/price
Gamet,Vegamet -200 tablets Each tablets contains: Cimetidine …. 200mg (USP Specs.),028319,VENUS PHARMA DML: 000300,Essential Drugs,20x10,369.37,Rs 369.37,"01 Jul, 2025",2026-09-12 02:30:42,https://e.dra.gov.pk/public/price
Gamet,Vegamet -200 tablets Each tablets contains: Cimetidine …. 200mg (USP Specs.),028319,VENUS PHARMA DML: 000300,Essential Drugs,1x200's,366.66,Rs 366.66,"01 Jul, 2025",2026-09-12 02:30:42,https://e.dra.gov.pk/public/price
Gamet,Vegamet – 400 tablets Each tablets contains: Cimetidine ….. 400mg (USP Specs.),028320,VENUS PHARMA DML: 000300,Essential Drugs,1x10,43.46,Rs 43.46,"01 Jul, 2025",2026-09-12 02:30:42,https://e.dra.gov.pk/public/price
Gamet,Vegamet – 400 tablets Each tablets contains: Cimetidine ….. 400mg (USP Specs.),028320,VENUS PHARMA DML: 000300,Essential Drugs,10x10,332.7,Rs 332.70,"01 Jul, 2025",2026-09-12 02:30:42,https://e.dra.gov.pk/public/price
Gamet,Vegamet – 400 tablets Each tablets contains: Cimetidine ….. 400mg (USP Specs.),028321,VENUS PHARMA DML: 000300,Essential Drugs,1x100's,399.25,Rs 399.25,"01 Jul, 2025",2026-09-12 02:30:42,https://e.dra.gov.pk/public/price
Ventolin,Ventolin Evohaler Salbutamol sulphate 100mcg,041195,GSK Pakistan Limited DSL: 066,Essential Drugs,200 doses,413.07,Rs 413.07,"23 Jul, 2026",2026-09-12 02:30:49,https://e.dra.gov.pk/public/price
Ventolin,Ventolin Injection Salbutamol 0.5mg/ml,089274,GlaxoSmithKline Pakistan Limited DML: 000248,Essential Drugs,5's,195.69,Rs 195.69,"23 Jul, 2026",2026-09-12 02:30:49,https://e.dra.gov.pk/public/price
Ventolin,Ventolin respirator solution Salbutamol 0.5% w/v,013350,GlaxoSmithKline Pakistan Limited DML: 000017,Essential Drugs,20ml,72.29,Rs 72.29,"23 Jul, 2026",2026-09-12 02:30:49,https://e.dra.gov.pk/public/price
Sim-stat,SIM-STAT Each tablet contains Simvastatin ….......40mg,031675,CCL Pharmaceuticals (Pvt.) Ltd. DML: 000052,Essential Drugs,10's,722.86,Rs 722.86,"23 Jul, 2026",2026-09-12 02:31:12,https://e.dra.gov.pk/public/price
Sim-stat,SIM-STAT Each tablet containsSimvastatin….........20mg,031674,CCL Pharmaceuticals (Pvt.) Ltd. DML: 000052,Essential Drugs,10's,567.96,Rs 567.96,"23 Jul, 2026",2026-09-12 02:31:12,https://e.dra.gov.pk/public/price
Sim-stat,SIM-STAT Each tablet containsSimvastatin …........10mg,031673,CCL Pharmaceuticals (Pvt.) Ltd. DML: 000052,Essential Drugs,10's,351.1,Rs 351.10,"23 Jul, 2026",2026-09-12 02:31:12,https://e.dra.gov.pk/public/price
Jardy,JARDY Each film coated tablet contains:Empagliflozin…..........................25mg,094003,CCL Pharmaceuticals (Pvt.) Ltd. DML: 000052,Essential Drugs,14's,1529.29,"Rs 1,529.29","23 Jul, 2026",2026-09-12 02:31:18,https://e.dra.gov.pk/public/price
Jardy,JARDY Each film coated tablet contains:Empagliflozin…..........................10mg,094004,CCL Pharmaceuticals (Pvt.) Ltd. DML: 000052,Essential Drugs,14's,1277.68,"Rs 1,277.68","23 Jul, 2026",2026-09-12 02:31:18,https://e.dra.gov.pk/public/price
Uneek,Uneek Injection Ceftriaxone Sodium 250mg IV,045442,NAVEGAL LABORATORIES DML: 000591,Essential Drugs,1,186.51,Rs 186.51,"30 Jul, 2026",2026-09-12 02:31:25,https://e.dra.gov.pk/public/price
Uneek,Uneek Injection Ceftriaxone Sodium 1gm IV,045441,NAVEGAL LABORATORIES DML: 000591,Essential Drugs,1,592.75,Rs 592.75,"30 Jul, 2026",2026-09-12 02:31:25,https://e.dra.gov.pk/public/price
Uneek,Uneek Injection Ceftriaxone Sodium 500mg IV,053219,NAVEGAL LABORATORIES DML: 000591,Essential Drugs,1,313.92,Rs 313.92,"30 Jul, 2026",2026-09-12 02:31:25,https://e.dra.gov.pk/public/price
Titan,Titan Inj. IM IV Ceftriaxone 500mg,021742,Macter International Limited DML: 000141,Essential Drugs,1,330.45,Rs 330.45,"23 Jul, 2026",2026-09-12 02:31:31,https://e.dra.gov.pk/public/price
Titan,Titan Inj. IM IV Ceftriaxone 2gm,075825,Macter International Limited DML: 000141,Essential Drugs,1,959.73,Rs 959.73,"23 Jul, 2026",2026-09-12 02:31:31,https://e.dra.gov.pk/public/price
Titan,Titan Inj. IM IV Ceftriaxone 1gm,021743,Macter International Limited DML: 000141,Essential Drugs,1's,598.94,Rs 598.94,"23 Jul, 2026",2026-09-12 02:31:31,https://e.dra.gov.pk/public/price
Titan,Titan Inj. IM IV Ceftriaxone 250mg,021741,Macter International Limited DML: 000141,Essential Drugs,1's,185.88,Rs 185.88,"23 Jul, 2026",2026-09-12 02:31:31,https://e.dra.gov.pk/public/price
Novosef,Novosef IM Inj. Ceftriaxone Sodium 1gm,019157,Himont Pharmaceuticals (Pvt.) Ltd. DML: 000231,Essential Drugs,1 Vial,894.22,Rs 894.22,"27 Jul, 2026",2026-09-12 02:31:37,https://e.dra.gov.pk/public/price
Novosef,Novosef IM Inj. Ceftriaxone Sodium 0.25gm,021699,Himont Pharmaceuticals (Pvt.) Ltd. DML: 000231,Essential Drugs,1 Vial,254.04,Rs 254.04,"27 Jul, 2026",2026-09-12 02:31:37,https://e.dra.gov.pk/public/price
Novosef,Novosef IM Inj. Ceftriaxone Sodium 0.5gm,019155,Himont Pharmaceuticals (Pvt.) Ltd. DML: 000231,Essential Drugs,1 Vial,454.26,Rs 454.26,"27 Jul, 2026",2026-09-12 02:31:37,https://e.dra.gov.pk/public/price
Novosef,Novosef IV Inj. Ceftriaxone Sodium 0.5gm,019154,Himont Pharmaceuticals (Pvt.) Ltd. DML: 000231,Essential Drugs,1 Vial,454.36,Rs 454.36,"27 Jul, 2026",2026-09-12 02:31:38,https://e.dra.gov.pk/public/price
Novosef,Novosef IV Inj. Ceftriaxone Sodium 1gm,019156,Himont Pharmaceuticals (Pvt.) Ltd. DML: 000231,Essential Drugs,1 Vial,894.22,Rs 894.22,"27 Jul, 2026",2026-09-12 02:31:38,https://e.dra.gov.pk/public/price
Novosef,Novosef IV Inj. Ceftriaxone Sodium 0.25gm,021700,Himont Pharmaceuticals (Pvt.) Ltd. DML: 000231,Essential Drugs,1 Vial,254.04,Rs 254.04,"27 Jul, 2026",2026-09-12 02:31:38,https://e.dra.gov.pk/public/price
Cefinig,Cefinig 1g Injection Ceftriaxone (As Sodium)…..1g,050761,HONIG PHARMACEUTICALS LABORATORIES DML: 000550,Essential Drugs,1 Vial,547.65,Rs 547.65,"01 Jul, 2024",2026-09-12 02:31:44,https://e.dra.gov.pk/public/price
Cefinig,Cefinig 250mg Injection Ceftriaxone (As Sodium)…..250mg,050759,HONIG PHARMACEUTICALS LABORATORIES DML: 000550,Essential Drugs,1 Vial,172.31,Rs 172.31,"01 Jul, 2024",2026-09-12 02:31:44,https://e.dra.gov.pk/public/price
Cefinig,Cefinig 500mg Injection Ceftriaxone (As Sodium)…..500mg,050760,HONIG PHARMACEUTICALS LABORATORIES DML: 000550,Essential Drugs,1 Vial,290.03,Rs 290.03,"01 Jul, 2024",2026-09-12 02:31:44,https://e.dra.gov.pk/public/price
Traxon,Biotraxone 2gm Injection IV Ceftriaxone Sodium),117618,Biogen Pharma DML: 000639,Essential Drugs,1’s,855.36,Rs 855.36,"04 Sep, 2025",2026-09-12 02:31:50,https://e.dra.gov.pk/public/price
Traxon,Traxon Injection 1g IM Ceftriaxone 1g,089166,GlaxoSmithKline Pakistan Limited DML: 000248,Essential Drugs,1's,556.8,Rs 556.80,"23 Jul, 2026",2026-09-12 02:31:50,https://e.dra.gov.pk/public/price
Traxon,Traxon Injection 1g IV Ceftriaxone 1g,017889,GlaxoSmithKline Pakistan Limited DML: 000248,Essential Drugs,1's,531.19,Rs 531.19,"23 Jul, 2026",2026-09-12 02:31:50,https://e.dra.gov.pk/public/price
Traxon,Traxon Injection 250mg IM Ceftriaxone 250mg,089165,GlaxoSmithKline Pakistan Limited DML: 000248,Essential Drugs,1's,175.19,Rs 175.19,"23 Jul, 2026",2026-09-12 02:31:50,https://e.dra.gov.pk/public/price
Traxon,Traxon Injection 250mg IV Ceftriaxone 250mg,017891,GlaxoSmithKline Pakistan Limited DML: 000248,Essential Drugs,1's,194.77,Rs 194.77,"23 Jul, 2026",2026-09-12 02:31:50,https://e.dra.gov.pk/public/price
Fortexone,Fortexone Injection 1 gm IM Each vial contains:Ceftriaxone Sodium eq. toCeftriaxone…... 1gm,026161,Lucky Core Industries Limited DML: 000363,Essential Drugs,1's,738.05,Rs 738.05,"22 Jul, 2026",2026-09-12 02:31:57,https://e.dra.gov.pk/public/price
Fortexone,Fortexone Injection 2gm IV Each vial contains:Ceftriaxone Sodium equivalent to Ceftriaxone..… 2gm,084196,Lucky Core Industries Limited DML: 000363,Essential Drugs,1's,926.92,Rs 926.92,"22 Jul, 2026",2026-09-12 02:31:57,https://e.dra.gov.pk/public/price
Fortexone,Fortexone Injection 500mg IM Each vial contains:Ceftriaxone Sodium eq. toCeftriaxone…... 500mg,026160,Lucky Core Industries Limited DML: 000363,Essential Drugs,1's,375.01,Rs 375.01,"22 Jul, 2026",2026-09-12 02:31:57,https://e.dra.gov.pk/public/price
Fortexone,Fortexone Injection 1 gm IV Each vial contains:Ceftriaxone Sodium eq. toCeftriaxone…... 1gm,020274,Lucky Core Industries Limited DML: 000363,Essential Drugs,1's,661.77,Rs 661.77,"22 Jul, 2026",2026-09-12 02:31:57,https://e.dra.gov.pk/public/price
