search_term,product_name,registration_number,manufacturer,category,pack_size,price,price_text,effective_from,scraped_at,source
Clarithromycin,Zeclar 250 mg Tablets Clarithromycin……..250mg Zeclar 250 mg Tablets Clarithromycin……..250mg,055694,S.J & G. Fazul Ellahie (pvt) limited. DML: 000083,Essential Drugs,10's,511.85,Rs 511.85,"20 Aug, 2026",2026-09-11 23:44:41,https://e.dra.gov.pk/public/price
Clarithromycin,Zeclar 250mg / 5ml Suspension Clarithromycin Zeclar 250mg / 5ml Suspension Clarithromycin,092811,S.J & G. Fazul Ellahie (pvt) limited. DML: 000083,Essential Drugs,60ml,729.43,Rs 729.43,"20 Aug, 2026",2026-09-11 23:44:41,https://e.dra.gov.pk/public/price
Clarithromycin,Zeclar 500 mg Injection Clarithromycin …….. 500mg Zeclar 500 mg Injection Clarithromycin …….. 500mg,055181,S.J & G. Fazul Ellahie (pvt) limited. DML: 000083,Essential Drugs,Vial,170.62,Rs 170.62,"20 Aug, 2026",2026-09-11 23:44:41,https://e.dra.gov.pk/public/price
Clarithromycin,Zeclar ER 500 mg Tablets Clarithromycin …… 500mg Zeclar ER 500 mg Tablets Clarithromycin …… 500mg,092816,S.J & G. Fazul Ellahie (pvt) limited. DML: 000083,Essential Drugs,5's,401.86,Rs 401.86,"20 Aug, 2026",2026-09-11 23:44:41,https://e.dra.gov.pk/public/price
Clarithromycin,Zeclar Suspension 125mg / 5ml Clarithromycin …….. 125mg Zeclar Suspension 125mg / 5ml Clarithromycin …….. 125mg,055693,S.J & G. Fazul Ellahie (pvt) limited. DML: 000083,Essential Drugs,60 ml,460.52,Rs 460.52,"20 Aug, 2026",2026-09-11 23:44:41,https://e.dra.gov.pk/public/price
Omeprazole,Mep-Med 40mg capsule Omeprazole Each capsule contains. Omeprazole 40 mg,053273,Mediate Pharmaceutical Pvt Ltd DML: 000167,Essential Drugs,10,314.98,Rs 314.98,"27 Jan, 2026",2026-09-11 23:44:53,https://e.dra.gov.pk/public/price
Omeprazole,Mep-Med 40mg capsule Omeprazole Each capsule contains. Omeprazole 40 mg,053273,Mediate Pharmaceutical Pvt Ltd DML: 000167,Essential Drugs,14,439.92,Rs 439.92,"27 Jan, 2026",2026-09-11 23:44:53,https://e.dra.gov.pk/public/price
Omeprazole,Omeprazole 20mg Capsule Each capsule contains:- Omeprazole Enteric coated Pellets eq. to omeprazole…. 20mg,108320,Batala Pharmaceuticals DML: 000477,Essential Drugs,10 x 10's,1412.08,"Rs 1,412.08","01 Jul, 2025",2026-09-11 23:44:53,https://e.dra.gov.pk/public/price
Omeprazole,Omeprazole 20mg Capsule Each capsule contains:- Omeprazole Enteric coated Pellets eq. to omeprazole…. 20mg,108320,Batala Pharmaceuticals DML: 000477,Essential Drugs,14's,205.93,Rs 205.93,"01 Jul, 2025",2026-09-11 23:44:53,https://e.dra.gov.pk/public/price
Omeprazole,Omeprazole 40mg Capsule Each capsule contains:- Omeprazole Enteric coated Pellets eq. to omeprazole…. 40mg,108319,Batala Pharmaceuticals DML: 000477,Essential Drugs,14's,357.52,Rs 357.52,"01 Jul, 2025",2026-09-11 23:44:53,https://e.dra.gov.pk/public/price
Omeprazole,Romeprazole Capsule Omeprazole 20mg,071415,Arsons Pharmaceutical Industries (Pvt) Ltd DML: 000514,Essential Drugs,2x7s,250.8,Rs 250.80,"01 Jul, 2025",2026-09-11 23:44:53,https://e.dra.gov.pk/public/price
Omeprazole,Romeprazole Capsule Omeprazole 20mg,071415,Arsons Pharmaceutical Industries (Pvt) Ltd DML: 000514,Essential Drugs,10x10s,1647.61,"Rs 1,647.61","01 Jul, 2025",2026-09-11 23:44:53,https://e.dra.gov.pk/public/price
Omeprazole,Romeprazole Capsule Omeprazole 20mg,071415,Arsons Pharmaceutical Industries (Pvt) Ltd DML: 000514,Essential Drugs,1x10s,179.39,Rs 179.39,"01 Jul, 2025",2026-09-11 23:44:53,https://e.dra.gov.pk/public/price
Omeprazole,Vify 20 mg Injection Omeprazole …….. 20mg (as Sodium) Vify 20 mg Injection Omeprazole …….. 20mg (as Sodium),061432,S.J & G. Fazul Ellahie (pvt) limited. DML: 000083,Essential Drugs,1's vial,373.24,Rs 373.24,"20 Aug, 2026",2026-09-11 23:44:53,https://e.dra.gov.pk/public/price
Omeprazole,Vify 20 mg Injection Omeprazole …….. 20mg (as Sodium) Vify 20 mg Injection Omeprazole …….. 20mg (as Sodium),061432,S.J & G. Fazul Ellahie (pvt) limited. DML: 000083,Essential Drugs,25's,8957.61,"Rs 8,957.61","20 Aug, 2026",2026-09-11 23:44:53,https://e.dra.gov.pk/public/price
